Phylum	Class	Order	Family	Genus	Species	Confidence	ASVs
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9917049	81aeb9f99aec449d640b323b2b582ae6
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9741027	8cfec381fc3a35e9fce6fbfc152fb1f2
Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	 f__Fusobacteriaceae	 f__Fusobacteriaceae	1	d975221b50a9bc52808e5e9bab363b97
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9907906	f180cc12a5b2588fc29a3559f64d7431
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	 s__dispar	0.8969194	918d1af15427cea81b2e4f15cc530fe6
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999998	4d2e9e15d03ee39a2c9ff78291cb3432
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 g__Clostridium	0.8766933	8663fcffe7d0634a66dc216fff684264
Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Trueperella	 g__Trueperella	0.9999999	21afccead54b1b5f1dc7811bd7f9df6c
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__copri	0.9999974	64f3315a2bb194a060357ece8dd032e8
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	 s__mucosae	0.9999955	23635c9f72be1fd6bdfa8dfc07b62a94
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.9997926	d4fe2745ab79367390b86e00f4fff059
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__stercorea	0.9999999	1c49e4d10e6f1e3b7a26c0ffcc1ca51d
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9343974	a5b8f4e1f2550c2cd8552169bc5cd059
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.8715599	2882c98187bcfad43eead574d075825d
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9340145	3bfe70871bc667ca675c8fc1e1be8393
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.7329847	80b1604ac7c6271bbed4e82474cb8ac5
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 s__caccae	0.7230182	3882203eb78cd3cc15248a216a9aa3ee
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9956584	18119e843f1558924b98ad9db44ba68f
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9191951	e81160b3572bd5b73ce7a153f954b70b
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9908381	20fdae8b35d0d33fed324bb0777e9999
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.8794013	966de63b3fbeb1e3d17619413e1ca25a
Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	9572ed99b36bcd980a12d01e3bc10ab5
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9482652	c2582715d3e173e291d640316bbd5dae
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.999989	8889e6309e52312d785933b379919e9c
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999977	a90a82b67df480e86dbb300c96d8bac7
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9999371	30f5c1024a9584178c34c7492c22052f
Tenericutes	RF3	ML615J-28	 o__ML615J-28	 o__ML615J-28	 o__ML615J-28	0.9995573	d438a22a158a741667ebcc783a86ce39
Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	 g__Prevotella	1	926a17dd63e035d8d53c5d27356a1c6c
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 s__flavefaciens	0.9997615	a631088bfff77e35ce8e24549c1092b1
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999997	53eeb884f5e2d2fdbab352fd68c346d9
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9829964	45e98075fc0706ca6d5a85793f744324
Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	 g__Fibrobacter	0.9999624	2bb2bb55f64cd0ed2ecdddf87dff4f70
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.999999	27cd6641327cb2ca59c62d3f00bf5645
Bacteroidetes	 p__Bacteroidetes	 p__Bacteroidetes	 p__Bacteroidetes	 p__Bacteroidetes	 p__Bacteroidetes	0.9984022	3c3ad75058c565345cd57666e442d877
Bacteroidetes	Bacteroidia	Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	0.9835637	63d6a5da17aaed7e5e7001a1f4d5410a
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999076	1fa1150b297b771f507d9ddd3e2a2fcc
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.995358	11a60bfc4db17605711f82d4ab94a546
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9998118	3bf12e5725ee438324f7b4465fad9703
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.9941099	5dfa408aa788bc3f552d2d2ccf5278d8
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9832014	c92ee6efcdd419745f6ebe6c2badc1f9
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999016	47d9c4b0b9fdc9e630fc638b3ffe86d2
Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	 g__Aggregatibacter	0.8011419	be9a7d5b0cfc299996ef2686a523ce22
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.999367	b346a6e74693b4e5815c98f9ce99f78c
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8103357	5be8058e59e2fc58de2fdef872ea2d13
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9996886	e580395ebb5cf0e372248c6d44c94360
Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Gallibacterium	 s__genomosp.	0.9999937	6ed130a7e560911fcc2d93e770817f93
Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	 s__putredinis	0.8410968	8dcc9ed83ec7cb267a830dd43b55eeda
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9999999	086b0031a0c854819014c5b0aad1cdce
Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium	 g__Pseudoramibacter_Eubacterium	0.9999999	f3825dfb12da3f6c7d41c4eeb024c6c6
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.8046624	c17a86a1c200afbde5e8c978927cd1ad
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	 g__Roseburia	0.8065429	28986f2a0a82efc9b6fff5cdff7f8522
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 s__bromii	0.9998922	04f7c05bec08c984abd49bde09d47fec
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8306775	adc37626bc6b0c43a1e67a1edd01497a
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.9987647	96d9bdac9c7e2db41994330c1688e7d4
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.9948658	3d8437b350bd02eaf301993fdfe122f4
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 s__paraputrificum	0.9459413	6c92558d3575c254a9284c41c8bf0da4
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8652225	e76cfa727e240026f94c22bd4e652b8e
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9374023	7806eb69d0c5681b985b56ab9d5fe14e
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.9946346	5cdb890b367626621d79691edc9105d4
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megamonas	 g__Megamonas	0.9995435	725369255d73994393a2ee8eb275b15d
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9968312	2bccba879601174c7116e91fbd741553
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9997448	fe43d871d84b788546b43699697ec17b
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9971203	08efba06b3a2a903bb7e495710f59b9c
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9979462	304f102ac5113bfc89afad60df32b3f4
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8738497	bc5722ea29a3173c322bce678688318c
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Phascolarctobacterium	 g__Phascolarctobacterium	0.9999993	a22adc77d8bc0e2973e97d4a5fdbf936
Bacteroidetes	Bacteroidia	Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	0.9993037	cfafb2548c6674175748032aed35b3ec
Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	 s__onderdonkii	0.814136	4dde51456d10dfde48503061bc53aafc
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	SMB53	 g__SMB53	0.8990726	80ea222074346fdca0edd2b4a3131296
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999953	b93e239f02265fe5291e1fe0d193de4f
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.999763	314d0a65ef36e2838b2773348bb99781
Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Paraprevotella	 g__Paraprevotella	0.9989534	0eed0d08df9a2404f6f9de7b4a0110b9
Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	 g__Akkermansia	1	f328bc9ce610e337d54cc9155f1a25f0
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9999349	6580e4b204e9dcd5c342fd8b6c262d7f
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	1	20012c70736869feffbcb39e06f31233
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8509676	b201cb1d26ae7b98a328101fbe809cd9
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9935046	62bfd9f9c763d157370cf9c39b02eb23
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9999989	18dada22176e7d9ad4175e453e425d4a
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999074	e1656d5c2c275b02cd28757f6431a6f0
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.981089	fe03414b562b9cca9a1bf7758340bf78
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 s__formicigenerans	0.9971305	a3e7ffdb3cd725e3d9af1befe8027bdf
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9892698	fb47ca7d90ea18c89272a1916366f2f3
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 s__bromii	0.987175	0f03ece8c56bd2316be41f04a24fc2cb
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 s__torques	0.9629147	1809b25056c598009fcf1f19c72bca54
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8403392	3f3d68fe4952024042024aed8e640db6
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999115	a584dd2f4af76c1823192f3c676177b1
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__copri	0.9999845	74d65d9822679b851fbcec847eed91f2
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8684412	f6dd4d72a21225b61002b5f40aeee577
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.999512	d70ff85befc62c7d28ff665a682fd618
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	 g__Roseburia	0.8910721	b22c4830f86213ebbeba566bca55abcd
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9965155	baaa4fdc5a3fc7e9d3d74ebba9767a73
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999818	f01a4a727e80fd048360008b3fe3c58c
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999619	3b9a343f8318012d4499ebaa9ec006de
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	1	c1fc3b3d8cefcde51879d7a3bca45c69
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9808559	9a0a37e06027342ca07ce08bb7d82f34
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__stercorea	0.9999999	032d4bdea41b55aa455224f44e9e2699
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 g__Ruminococcus	0.9872269	708bf1dbb357f2d61e425a0ef3b65c7f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 s__albus	0.9759284	4b431ecc120c4a05b2fd4a6afb9b93be
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9959504	2b8b75e2d7a3c5cda1132859c1cf8ce4
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9248733	67b4b4543183ee3c054d31c069fa07eb
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9450582	66c46e0af0d102307b089bd25ebb1c20
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.9508868	1e3c0855907e39d0df0558e70fc00a7e
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9283013	8ebe3f9111f0136854b6bdbd073dba5f
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9369667	3d98e5d968b4729135b26c50ddbe82a2
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9969229	08ac71ca336b507435b7bef7459c0872
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.999992	87621052c50b7ca1164f81b3a33eb315
Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	 g__Prevotella	1	f2caa835b30d937b3f187daff9482aaf
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 s__plebeius	1	670ad26917bd89e94e748c79ea5d9a8d
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9941892	a30800033ff642852b8311413076b653
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9999799	1be43d6644f1856fbabd1ca3550f8dc7
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9723315	0cb0398a4a4390c9e8a4ba40177b19fd
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 s__gnavus	0.9932118	d5f7977fdc2a77e54c1b7ec16a9a1ca0
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9748259	9440d6162a73fd6b36f9934936d3baba
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	 g__Roseburia	0.845256	7e69e631158a995667cf656d4145c92a
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	 g__Clostridium	0.9990925	3f9801bb1d6cf41ca58531e1fa56e1e3
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999932	ec495a8347b4bd0d5f072edc8eb09460
Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	 g__Elusimicrobium	1	7f3c5ea8bf995be23b6a8933e3b047a0
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9890708	c3d28d98850f5921cd9c16e2a3f1c138
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8915943	a6b307b57a18ca60326fe3df9fd57698
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9987357	891c06f88aedd57cd17ed7f586236b3b
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999878	2b1e1541a8b14bbfbc7ef9f248c53781
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9830804	f1f9db24decb108c2c57f595fa5b9513
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.7738721	cde3f1091d1402008a2e62800469309d
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9733065	c836a9ed5db496875591a585a2c0e5fc
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9982629	74d1a39907e1e8dd14936f466d346e83
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9989106	4d6d9c1fd80e7ef646815c88b753cdff
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.999404	138b1d3fc5ace11f61eeb5529c6285f6
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.987808	afd7626ee7f31eb859a257d673c308d7
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8533125	4e2e37e10800e2135c3102ec7cf7fc60
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9978744	560a0ea7756ffbe506e682745c95cfe5
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.9698032	4ec5655c0f1b9e4cda53f357f54f4722
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 s__flavefaciens	0.9913989	46396ca5909669ba6ac57181ebff61f1
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9979881	b042b1c4700ee31df1c2e2c27ad73de1
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9989735	9ea142f1050040bc89bc20c65f0a366c
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 s__bromii	0.9754111	47f7c78f0bba20449afe17cf4dfe0877
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__copri	0.9999989	3cb7f3a4259b8c62ad692a0606d16350
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9976784	477d05a2e1dd6ea7f2c902e660c4faa5
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 s__producta	0.9900395	f57da70151038d30ccb861e34238af00
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999361	34b389dbe6c29fe0359100fd99e3b61c
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9739999	f26abe73cf0a13b933609ad0424af2bb
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 g__Clostridium	0.8120939	ac8717d59fb0910e78e5916110b2d8f8
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9992287	26f286ab4bf62da798843675c1be0150
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9298795	982dec3e5c7df4c0c99544f0e14eb81f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9999072	d24f9468476d0f489996f96247a7ada2
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	 s__salivarius	0.8891882	76e89753e916a2e303ae77318c6223c8
Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	 s__viridans	0.7021009	99b3cb52119484e4e5f8e6daf1f693ff
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.8836812	a9b0395e95ffc08bb1dac208607ad108
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9999645	32e9a9e3eb2a89c93c2b4c0943253970
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9998433	1a2a4105d7d9280c155f1c2be87aa989
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999697	4d51270f528334f614a88b22fe2a696f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 s__callidus	0.9972905	b75c534d53af2497c8774f0c353e858f
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.999981	bd99f8d223879ca33b314e2c83a3313b
Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	 g__Treponema	1	afac52705a958a9468d14c53b9a4bfa5
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9831478	a90b8a5f62c5b6fed0f6a778d2d2c0fc
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9881253	70553fe5f8e0397fc1c4b6471762d846
Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	 g__Prevotella	1	4790dd810c96ea507c26fd8d622a7729
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9696808	64b1234abeb4f3bdb11496f1f087c571
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	 s__faecis	0.8856714	d82976592b136ff9ff25ad7ca0b68907
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.9999991	252a701ed8e8d935a82ce3825a9398a1
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9926491	bbc1fb5b76f6a707f3f5eff2edbac252
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9999999	5186ab9d9470a5e37f2c03853c9a8ddd
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9927855	f4f266bbdaccb614212d3912438c4ea1
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9803828	92cd77b08b711908b56f03d4115a97af
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9997271	b1e535bcaca58e80a704433b780c9159
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9975768	eec8a028045d7ce281a824f4d07de1a1
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9879681	c6199d4e1a16f8613d56a46cb4eda26d
Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	 s__bifidum	0.8333394	e613ba337db3bfd9938f2029d43e109f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 s__callidus	0.9300333	f8e13431d824e19a038d526d78d6a842
Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	 g__Akkermansia	1	145f9a2151e54307bdb9a3eaa6b5eb30
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	 g__Lactobacillus	0.9999991	54e7aed28dee9b6b75c799369ad6d815
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	1	b042ecb503614701b04ab90e9c69ff04
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9987624	90794626d4647503068193fb13530e09
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9982299	b9a2d95a9ef1307c720afea6c740b17f
