Phylum	Class	Order	Family	Genus	Species	Confidence	ASVs
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.9996122	f40ac0bceafd34a5840577fae8dcae64
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9941694	0ed48936c267a9d9ec3ebbc91b979b9e
Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	Dehalobacterium	 g__Dehalobacterium	0.9877553	a4b9c9e974f17353b7822f64cdd4358f
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	2d443ba36fcdc642a8c905a7b4cc2f09
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7469402	97131464a02087ee4daa5f6f0a04a621
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.778032	c330e98a7ad6d8fd7227d93719ec5797
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.8478227	73dc63a1b99fb607709784459da33a27
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9257687	b86ae9e936e1026c8eb4091e739f9cf2
Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	 g__Akkermansia	0.997771	a8768d94682d6430f2c14d4b03e2698f
Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	 f__Desulfovibrionaceae	 f__Desulfovibrionaceae	0.7147408	c70a5f4ea88683aad6df2c2cb9d06b59
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9926058	be70f652e35a2ee0b3c62b608788b202
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9857132	ece0486161fae5a594e1d97c55cec0c6
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7716482	30b522eb4f14fd58795e714f040ed990
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9996229	9dc536c061c9e7d66b8f0fe275e524a4
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9965727	3d73dfa32f7cabe4531275525499b636
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	 g__Bulleidia	0.9999485	fede300e296a987844972c8d01c16cf3
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 g__Clostridium	0.7399183	78339a684bfcb09b66760156c77bdb12
Actinobacteria	Acidimicrobiia	Acidimicrobiales	 o__Acidimicrobiales	 o__Acidimicrobiales	 o__Acidimicrobiales	0.9999811	ee121d97c739d625ecb3389ab9d197b3
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	Mogibacterium	 g__Mogibacterium	0.9999998	5ffe1340446e7b789a5627729e5636fc
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9999871	3851e950266c1d11a8ca532c17413d4d
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9338422	7b54c511c93f2624b2e02e5ee5bd3af7
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.9843826	3aba8bdb5a7fc0780893e390e9c94f65
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9616898	8e482cb531b231b748f5165b2e9e6656
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	 f__Prevotellaceae	 f__Prevotellaceae	0.9999528	0bac8d80425274b2a5fdbf8a284d45e2
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9987325	6a3da8fd88cca51272d30adb3250e5a6
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.967601	99be885166bc16f5ad15da1df3417016
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9822195	f9e2d2b9cca9749fae6ea57264ea4b84
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	 f__Veillonellaceae	 f__Veillonellaceae	0.903999	34ef35d2905087572d369ae548d8793e
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.96858	c924d5ef900e52b78c505cc7951d7774
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.844963	e27e25cc4176f1e195d586ad6881fae9
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9925933	e48b8a2813b47b228d0e1912442b08fe
Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	 f__Rhodobacteraceae	 f__Rhodobacteraceae	0.9976469	26182c44815279808f9f6d9fb10fd928
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	 s__formigenes	0.9031203	3799ed0d9be921f3bc46bef3b425cf4b
Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	 s__putredinis	0.9825887	b41e309e7447e4100deb5d77fc401268
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	 g__Peptostreptococcus	0.9987033	7d14814a8605af811ed2336ce9bad42a
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	1	40413d6100bb33fcee9b1a07b1755e61
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	0.9999999	3c5c91bf2c0325021a67960c9a45da0e
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9998693	93c77a97ae63567916cdc1009f235947
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Defluviitalea	 s__saccharophila	0.8750983	60c3ecd3bdbb0d2252aeda7a858a6cc0
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 g__Clostridium	0.9492533	862ac49c1ddae656fa66732db22b72f9
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	 g__Dialister	0.9999932	b285020f037e591a8f1e3fd60cfcd2b5
Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	 g__Prevotella	0.943276	f7855bb5baaf6cd35449edb0da1f3565
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 s__disporicum	0.7169765	790ef2a4e1a81a47bb375cf76cd7eb9f
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 g__Clostridium	0.8195399	7cefcf8fb640bc4a9399e60e23884aea
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8610373	862f017e4d614cc4eafed5b0d28c3dab
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.99969	7815ee30388d29a05aba12b6c799c1c6
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9952823	83124ad3daa939fa1c0ad45ce72d98bf
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9997038	dcb6f907ba2d927889e4791e13443233
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__stercorea	1	ee0bec3b521d00c6c63b7de39b4d00fc
Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	 g__Devosia	0.9999869	f4e6e8878439d142c53e27e7f27b3d59
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olsenella	 g__Olsenella	0.7336343	f52715b4c965fe625c20821e5cd0a058
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9716913	61b0c02170fd496f7a0c6a57957a79be
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.9921927	d161c69c65b9196df84ca9407eb13838
Planctomycetes	Phycisphaerae	WD2101	 o__WD2101	 o__WD2101	 o__WD2101	1	650f6ee106eba0571594201c3a2d34db
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.9956318	7d6296442e49607679535916a8869557
Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	 g__Planctomyces	1	d42942b59b913eafd9377a052c7eedba
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9994205	76b013c1a7ecd0cea478ec878a958fae
Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	CF231	 g__CF231	0.9534457	a8622a756ae0b00a5fce0f106a46b73f
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7352967	2c867a494314ddc70eaf5c8877c72db8
Actinobacteria	Actinobacteria	Actinomycetales	Nocardiopsaceae	Thermobifida	 g__Thermobifida	0.973946	770203d252fb0740cbe0664b8329d2d9
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8210039	d22ecde99d92b433ee39bd7c241cef3f
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Mitsuokella	 g__Mitsuokella	0.9613454	553d84e11523c5293d485067d7846fa7
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9943325	9e796eb1e339c147e5823693aea16a85
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.7731887	e8bff57dc7c28f28b8b9c3e82d8f8fa5
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	0add3122bba8eb7a0e34be77490dd76c
Bacteroidetes	Bacteroidia	Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	0.9999397	ea015aa31a84de61d98eaa682e7b2c3f
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7432793	4c672873a7e21d2c1fdbe198570b65b1
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	 s__cylindroides	0.9999852	9522bf39d160e7ab44106396ea4f36bf
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	dcebc9ac85ede5dfa107d9926b4e2e08
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8567268	674e670bd34354354559dac4112e8c8f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.997031	4b4d8fa92937a9a86b42fac58a7f1842
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.921777	612c91707910b76a880d197492ba9a7b
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8971745	1e913fbaee1ed7348bacaabb7ef81834
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	 f__Veillonellaceae	 f__Veillonellaceae	0.947288	63f60c26654d8a9e829e44600270c121
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	b32c540d569b37cf7fcdd4d69950aa9f
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999946	ad0af2aa6d6318e5d046faadbe71faea
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7119344	e0f4ceb903bd4f590024f6d1411e0782
Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	 g__Synergistes	0.9995376	1a422951db6b1cf5fd2247dbcd1b2bb6
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.8179336	92e6bb5686f8b4e6e9438c983e550c80
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8861039	ee900eb514565c4479bb6ebfdf4acc5c
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7043557	9d1105b92fd71fb1ac57c25b76509300
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.9999989	6c903629be7afb8bca8f440034c161c8
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.9997689	85b5f4d35415770dfc6a15748caa2be6
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8628	b10677ad9a4fc82154aeb48b4d1b569e
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7655559	4173e35b4e21836f3ec04801d1793f1a
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9312415	5e0090b0af0298f89d6d53fd6bc831a1
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8113595	5858b06c862d020330d863e4f1b84454
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	 f__Prevotellaceae	 f__Prevotellaceae	0.933109	a3e11bc7a15fbf2c63c5dac2bb3cd390
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9945538	c34581f9ab3765dd3bf24a6911a124df
Chlamydiae	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	 s__pecorum	0.9999369	0424c0fa52f7f7a33b3a51b545b61fbe
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.9999318	9b5a81c6cacb45561a25f6e549a6fc11
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8738396	d8886d1f29bc16fad73cf2348273531a
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9127155	1938c13218711e24bebbbd42c9e06b19
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9925444	bd09561547ce5d517fbfb877b6a026eb
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	ccfba36cbafe19390e509da09f4ee4e3
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9999074	631459122994f9f3de9913fcaa326f61
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 g__Clostridium	0.9873474	4529a51a3eb794278d3b60666b997c12
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999986	9a1498d68c71755385a5191abf1a81d2
Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	 f__Bifidobacteriaceae	 f__Bifidobacteriaceae	0.9993476	b529c381150fa8fe0f1f014ad106a9db
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9750254	c7d2281488bb18e99bd33d58fdaf1f2d
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9748901	cda7215a5b4496442ca84cf85ac0a942
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9997363	5e72de4bf51a735332e6b7a8d4aea4e7
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.9968628	c325c60e804be2bd131f1dfe2d7fb216
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	 f__Peptostreptococcaceae	 f__Peptostreptococcaceae	0.7839927	f6c8cd0c722bbe57e6fb0a2514da8024
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.746103	037150cabc8b9255b9e995fa0ce921b7
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megamonas	 g__Megamonas	0.9992553	253e280cfb6ff1cd88268900e3db5fe6
Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	 f__Elusimicrobiaceae	 f__Elusimicrobiaceae	0.999999	65f171c19f13ad64acf8fba805b09945
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9955438	7a9ec14800c508e40ef7c5399e2389df
Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	 f__Legionellaceae	 f__Legionellaceae	0.9750002	6bbb165a253d9178f9c9ca325682ea13
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	0.9999975	d8f111edb9851d9c69efc24edafa2f02
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	1	ec759286fd7806b81ed1206f4c05e18e
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 g__Clostridium	0.7134377	9afd1a7d712dcf2a424fe543ce6d5e04
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9998979	93079cfb22f671b630357908871d059e
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9829679	b48cb2a690849e2b7efc3cfc7a21d39d
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9999917	43fb413ea6e13b95fd98723c50e3436f
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9996968	a5001e6a50113e9ce5d65f4e4d7cff8b
Proteobacteria	Betaproteobacteria	Burkholderiales	 o__Burkholderiales	 o__Burkholderiales	 o__Burkholderiales	0.9315121	42f330924834ad4cf2405210b22aa336
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.922031	8928e66af5865d5e20a4d3ee7f9f770c
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.995808	033f87ba222c64750b9aec23e4916db1
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.9991893	009f358c35bb6f0bb97a4e3905b92a26
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.955773	1c98c1a2fd5551a8455e39e7ced7827b
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9948434	7677006df0490cdca244b7cadb97be19
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	 f__Veillonellaceae	 f__Veillonellaceae	0.9987496	629ec6811527f1e1e2a91e5b7e1b1c12
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8956328	70d7b01be2f70a66b093908930e5ba78
Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	 g__Campylobacter	0.9988656	b730d480a2abffb94f8c85ee899e3429
Actinobacteria	Actinobacteria	Actinomycetales	Microbacteriaceae	Leucobacter	 g__Leucobacter	0.9998567	bad9ade9d2c3e586c9560bb0ebbb4c41
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9998565	339848d2c1190c56fe6a1ff5b06ffa85
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.7467024	2997f0ce9f26f430e8a252cb7da1c5d6
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9555717	42993c4b5cda379078b8eb2bab172252
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9181093	776f337dc0f688d2c781a70b77b651e3
Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium	 g__Pseudoramibacter_Eubacterium	0.999711	af9d53b0d6bd5c104cccad767ada2f96
Bacteroidetes	Bacteroidia	Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	0.9999463	497777b63f675db23b628d69564c3b7d
Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	0.9998622	3b1dac71e3781c761e4c2a390cb65ba9
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9855615	8bef2680f9fe4eb95eff1ef2ca007f9e
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.782985	deacfdf35d2293d622ee34b72c2e3e5b
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9011561	b1c87a690a16554a299f04d59d714e10
